COD_ETU;Note : TLBC1004;Résultat : TLBC1004;Année : TLBC1004;Session : TLBC1004;FILIERE;ANNEE;MODULE;SEMESTRE
13012118;2.2   ;;2015;2;BCG;2015;TLBC2004;S2
13012487;10 492;NV;2015;2;BCG;2015;TLBC2004;S2
13012911;10.75 ;V ;2013;2;BCG;2015;TLBC2004;S2
13013130;12 058;V ;2015;2;BCG;2015;TLBC2004;S2
13013661;9.6   ;;2015;2;BCG;2015;TLBC2004;S2
13014287;11 555;V ;2015;2;BCG;2015;TLBC2004;S2
13016482;1 667 ;;2015;2;BCG;2015;TLBC2004;S2
14000099;10 538;V ;2015;2;BCG;2015;TLBC2004;S2
14000189;10 917;V ;2014;2;BCG;2015;TLBC2004;S2
14000267;11 042;V ;2015;2;BCG;2015;TLBC2004;S2
14000316;9 725 ;NV;2015;2;BCG;2015;TLBC2004;S2
14000376;10 008;V ;2015;2;BCG;2015;TLBC2004;S2
14000419;10 583;V ;2014;2;BCG;2015;TLBC2004;S2
14000481;0     ;NV;2015;2;BCG;2015;TLBC2004;S2
14000684;3 333 ;NV;2015;2;BCG;2015;TLBC2004;S2
14000796;1 883 ;NV;2015;2;BCG;2015;TLBC2004;S2
14001641;6 458 ;NV;2015;2;BCG;2015;TLBC2004;S2
14002981;9.25  ;NV;2015;2;BCG;2015;TLBC2004;S2
14005216;10 433;V ;2014;2;BCG;2015;TLBC2004;S2
14006702;.067  ;NV;2015;2;BCG;2015;TLBC2004;S2
15000039;11 567;V ;2015;2;BCG;2015;TLBC2004;S2
15000060;11 892;V ;2015;2;BCG;2015;TLBC2004;S2
15000086;15 692;V ;2015;1;BCG;2015;TLBC2004;S2
15000113;11 392;V ;2015;2;BCG;2015;TLBC2004;S2
15000155;2 167 ;NV;2015;2;BCG;2015;TLBC2004;S2
15000210;11 233;NV;2015;2;BCG;2015;TLBC2004;S2
15000238;12 408;V ;2015;1;BCG;2015;TLBC2004;S2
15000268;15 588;V ;2015;1;BCG;2015;TLBC2004;S2
15000312;11 325;NV;2015;2;BCG;2015;TLBC2004;S2
15000351;0     ;NV;2015;2;BCG;2015;TLBC2004;S2
15000393;17 075;V ;2015;1;BCG;2015;TLBC2004;S2
15000424;11 954;V ;2015;2;BCG;2015;TLBC2004;S2
15000681;9 275 ;NV;2015;2;BCG;2015;TLBC2004;S2
15001005;7 192 ;NV;2015;2;BCG;2015;TLBC2004;S2
15001054;7 475 ;NV;2015;2;BCG;2015;TLBC2004;S2
15001724;5 442 ;NV;2015;2;BCG;2015;TLBC2004;S2
15003351;14 725;V ;2015;2;BCG;2015;TLBC2004;S2
15004617;13 875;V ;2015;2;BCG;2015;TLBC2004;S2
15005538;12 367;V ;2015;1;BCG;2015;TLBC2004;S2
15005604;8.85  ;NV;2015;2;BCG;2015;TLBC2004;S2
15005732;8 525 ;NV;2015;2;BCG;2015;TLBC2004;S2
15007528;11 092;V ;2015;2;BCG;2015;TLBC2004;S2
